Y	M	D	62922800	62942747	62933800	62943917
2015	12	20	0	0	0	0
2015	12	21	0	0	0.5	0
2015	12	22	0	0	0	0
2015	12	23	0.5	3	2	2.5
2015	12	24	3	1.5	1.5	1
2015	12	25	0	0	0	0
2015	12	26	0	0	0	0
2015	12	27	0	0	0	0
2015	12	28	0	0	0	0
2015	12	29	0	0	0	0
2015	12	30	0	0	0	0
2015	12	31	0	0	0	0
